p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.87E-10,-0.369901423,0.475,0.581,3.35E-06,Ciliated Epithelium RIF Vs Ctrl,PEAK1
1.18E-13,-0.369958049,0.238,0.384,2.11E-09,Ciliated Epithelium RIF Vs Ctrl,FRAS1
1.96E-17,-0.370001567,0.328,0.5,3.51E-13,Ciliated Epithelium RIF Vs Ctrl,BTRC
2.64E-13,-0.370043223,0.477,0.586,4.71E-09,Ciliated Epithelium RIF Vs Ctrl,UBE3C
8.30E-15,-0.370125332,0.767,0.824,1.48E-10,Ciliated Epithelium RIF Vs Ctrl,DDAH1
9.10E-17,-0.370169522,0.563,0.685,1.63E-12,Ciliated Epithelium RIF Vs Ctrl,NCOR1
6.25E-14,-0.370231207,0.659,0.729,1.12E-09,Ciliated Epithelium RIF Vs Ctrl,ARGLU1
1.32E-13,-0.370405084,0.432,0.565,2.35E-09,Ciliated Epithelium RIF Vs Ctrl,TUT4
1.46E-15,-0.370683118,0.612,0.722,2.61E-11,Ciliated Epithelium RIF Vs Ctrl,GLG1
4.14E-16,-0.370774894,0.397,0.556,7.40E-12,Ciliated Epithelium RIF Vs Ctrl,THOC3
0.000658215,-0.370944394,0.373,0.407,1,Ciliated Epithelium RIF Vs Ctrl,ENSG00000281883
4.32E-17,-0.370979599,0.241,0.417,7.72E-13,Ciliated Epithelium RIF Vs Ctrl,PDE9A
1.43E-11,-0.371133655,0.416,0.539,2.56E-07,Ciliated Epithelium RIF Vs Ctrl,RYK
1.64E-14,-0.371628093,0.495,0.63,2.93E-10,Ciliated Epithelium RIF Vs Ctrl,FNBP1
1.71E-15,-0.372081435,0.281,0.442,3.05E-11,Ciliated Epithelium RIF Vs Ctrl,ZNF451
1.83E-11,-0.372120271,0.478,0.567,3.27E-07,Ciliated Epithelium RIF Vs Ctrl,URI1
4.58E-15,-0.372162153,0.34,0.488,8.18E-11,Ciliated Epithelium RIF Vs Ctrl,MON2
6.56E-19,-0.372754506,0.59,0.736,1.17E-14,Ciliated Epithelium RIF Vs Ctrl,RABAC1
7.88E-18,-0.373264656,0.255,0.433,1.41E-13,Ciliated Epithelium RIF Vs Ctrl,SPOPL
1.08E-16,-0.373460128,0.261,0.431,1.94E-12,Ciliated Epithelium RIF Vs Ctrl,VPS8
6.35E-07,-0.373479761,0.76,0.789,0.011351058,Ciliated Epithelium RIF Vs Ctrl,VWA3B
1.94E-14,-0.37387799,0.381,0.53,3.46E-10,Ciliated Epithelium RIF Vs Ctrl,COG5
6.23E-12,-0.374312287,0.559,0.641,1.11E-07,Ciliated Epithelium RIF Vs Ctrl,BTBD3
3.11E-12,-0.374467262,0.375,0.502,5.56E-08,Ciliated Epithelium RIF Vs Ctrl,DENND4C
9.79E-12,-0.374504671,0.591,0.669,1.75E-07,Ciliated Epithelium RIF Vs Ctrl,ZNF652
1.62E-07,-0.37450749,0.631,0.681,0.00290365,Ciliated Epithelium RIF Vs Ctrl,DDIT4
1.26E-13,-0.374680945,0.359,0.505,2.25E-09,Ciliated Epithelium RIF Vs Ctrl,BBS4
0.06770415,-0.374830379,0.571,0.6,1,Ciliated Epithelium RIF Vs Ctrl,MS4A8
1.50E-05,-0.374838787,0.39,0.451,0.268450219,Ciliated Epithelium RIF Vs Ctrl,PREX2
4.94E-17,-0.374865573,0.841,0.903,8.83E-13,Ciliated Epithelium RIF Vs Ctrl,PUM1
6.95E-09,-0.37491992,0.397,0.486,0.000124221,Ciliated Epithelium RIF Vs Ctrl,LYPD6B
9.14E-09,-0.375085347,0.328,0.414,0.000163299,Ciliated Epithelium RIF Vs Ctrl,RCN1
1.96E-09,-0.375297069,0.36,0.47,3.50E-05,Ciliated Epithelium RIF Vs Ctrl,GPT2
3.76E-14,-0.375521318,0.439,0.565,6.72E-10,Ciliated Epithelium RIF Vs Ctrl,STK3
3.50E-07,-0.376348316,0.424,0.493,0.006253878,Ciliated Epithelium RIF Vs Ctrl,SESTD1
2.63E-15,-0.376905009,0.483,0.616,4.70E-11,Ciliated Epithelium RIF Vs Ctrl,TMCC1
1.63E-13,-0.376971919,0.598,0.681,2.91E-09,Ciliated Epithelium RIF Vs Ctrl,WWTR1
1.30E-15,-0.377162655,0.321,0.472,2.33E-11,Ciliated Epithelium RIF Vs Ctrl,MTF2
1.14E-14,-0.377336084,0.34,0.495,2.03E-10,Ciliated Epithelium RIF Vs Ctrl,CAPN7
2.17E-13,-0.377404017,0.912,0.942,3.89E-09,Ciliated Epithelium RIF Vs Ctrl,IGF1R
2.01E-16,-0.377536512,0.36,0.519,3.59E-12,Ciliated Epithelium RIF Vs Ctrl,TMEM245
2.15E-09,-0.377573027,0.403,0.514,3.83E-05,Ciliated Epithelium RIF Vs Ctrl,AARS1
7.22E-16,-0.377950682,0.43,0.586,1.29E-11,Ciliated Epithelium RIF Vs Ctrl,CHD7
2.29E-09,-0.378050109,0.315,0.421,4.09E-05,Ciliated Epithelium RIF Vs Ctrl,GBP3
1.84E-13,-0.378299409,0.329,0.463,3.28E-09,Ciliated Epithelium RIF Vs Ctrl,AVL9
4.56E-09,-0.378924351,0.465,0.551,8.14E-05,Ciliated Epithelium RIF Vs Ctrl,GLB1
4.88E-05,-0.378953378,0.908,0.924,0.872209292,Ciliated Epithelium RIF Vs Ctrl,MRPS6
2.13E-13,-0.379305283,0.514,0.627,3.81E-09,Ciliated Epithelium RIF Vs Ctrl,USP33
4.64E-10,-0.379626636,0.36,0.472,8.28E-06,Ciliated Epithelium RIF Vs Ctrl,VAV3
2.90E-14,-0.379767008,0.343,0.488,5.18E-10,Ciliated Epithelium RIF Vs Ctrl,ATP11B
2.42E-09,-0.380038377,0.783,0.81,4.33E-05,Ciliated Epithelium RIF Vs Ctrl,DNAI7
1.58E-12,-0.380222241,0.662,0.748,2.82E-08,Ciliated Epithelium RIF Vs Ctrl,FAM227A
2.80E-14,-0.380430746,0.485,0.611,5.00E-10,Ciliated Epithelium RIF Vs Ctrl,JHY
1.83E-09,-0.380616206,0.539,0.616,3.28E-05,Ciliated Epithelium RIF Vs Ctrl,CEP128
4.47E-14,-0.380675037,0.212,0.361,7.99E-10,Ciliated Epithelium RIF Vs Ctrl,TTC28
3.42E-13,-0.380806389,0.346,0.491,6.11E-09,Ciliated Epithelium RIF Vs Ctrl,CAPS2
6.55E-10,-0.382102228,0.329,0.444,1.17E-05,Ciliated Epithelium RIF Vs Ctrl,KDM7A
1.08E-12,-0.38261889,0.568,0.674,1.92E-08,Ciliated Epithelium RIF Vs Ctrl,DYRK1A
1.55E-11,-0.382977762,0.369,0.493,2.77E-07,Ciliated Epithelium RIF Vs Ctrl,DAPK1
1.35E-06,-0.38315097,0.881,0.884,0.024068351,Ciliated Epithelium RIF Vs Ctrl,STK33
5.82E-12,-0.383179658,0.524,0.63,1.04E-07,Ciliated Epithelium RIF Vs Ctrl,DOCK1
1.97E-13,-0.383204903,0.464,0.6,3.51E-09,Ciliated Epithelium RIF Vs Ctrl,CPLANE1
2.70E-12,-0.383501688,0.501,0.597,4.82E-08,Ciliated Epithelium RIF Vs Ctrl,RSF1
5.27E-12,-0.383666105,0.514,0.623,9.41E-08,Ciliated Epithelium RIF Vs Ctrl,TTC21A
2.02E-13,-0.383853587,0.452,0.574,3.61E-09,Ciliated Epithelium RIF Vs Ctrl,ZNF516
5.77E-12,-0.384441196,0.394,0.516,1.03E-07,Ciliated Epithelium RIF Vs Ctrl,SNX25
8.22E-14,-0.384752088,0.632,0.704,1.47E-09,Ciliated Epithelium RIF Vs Ctrl,NSD3
0.000147099,-0.384769437,0.504,0.551,1,Ciliated Epithelium RIF Vs Ctrl,ANKUB1
3.63E-18,-0.38529366,0.312,0.479,6.49E-14,Ciliated Epithelium RIF Vs Ctrl,ITPRID2
0.000138747,-0.385548629,0.458,0.479,1,Ciliated Epithelium RIF Vs Ctrl,EPB41L2
1.09E-10,-0.385828822,0.539,0.611,1.95E-06,Ciliated Epithelium RIF Vs Ctrl,ATG7
2.95E-16,-0.385989006,0.908,0.933,5.28E-12,Ciliated Epithelium RIF Vs Ctrl,PCM1
1.55E-15,-0.386259176,0.32,0.481,2.77E-11,Ciliated Epithelium RIF Vs Ctrl,PHF21A
6.15E-12,-0.386920035,0.552,0.641,1.10E-07,Ciliated Epithelium RIF Vs Ctrl,SIPA1L1
1.92E-07,-0.38696311,0.752,0.803,0.003426011,Ciliated Epithelium RIF Vs Ctrl,CFAP299
4.26E-06,-0.387127892,0.546,0.604,0.076050081,Ciliated Epithelium RIF Vs Ctrl,PHLDA3
4.59E-24,-0.38762363,0.16,0.373,8.19E-20,Ciliated Epithelium RIF Vs Ctrl,ZNF248
6.41E-16,-0.387797415,0.327,0.484,1.15E-11,Ciliated Epithelium RIF Vs Ctrl,LCORL
7.90E-12,-0.387814175,0.461,0.576,1.41E-07,Ciliated Epithelium RIF Vs Ctrl,EP400
4.65E-29,-0.388202557,0.066,0.257,8.30E-25,Ciliated Epithelium RIF Vs Ctrl,DOCK3
3.54E-16,-0.388323501,0.438,0.593,6.33E-12,Ciliated Epithelium RIF Vs Ctrl,MED13
2.40E-10,-0.388332751,0.524,0.597,4.28E-06,Ciliated Epithelium RIF Vs Ctrl,PARP4
4.34E-16,-0.388685969,0.446,0.593,7.75E-12,Ciliated Epithelium RIF Vs Ctrl,CRYL1
3.32E-24,-0.388820038,0.07,0.238,5.93E-20,Ciliated Epithelium RIF Vs Ctrl,LEMD1
1.94E-12,-0.388887032,0.675,0.736,3.46E-08,Ciliated Epithelium RIF Vs Ctrl,DLG1
3.96E-21,-0.38922321,0.761,0.859,7.08E-17,Ciliated Epithelium RIF Vs Ctrl,SRSF11
3.17E-14,-0.389302803,0.504,0.623,5.66E-10,Ciliated Epithelium RIF Vs Ctrl,FBXW7
8.51E-14,-0.389359701,0.763,0.824,1.52E-09,Ciliated Epithelium RIF Vs Ctrl,HIPK3
9.60E-14,-0.38995993,0.353,0.488,1.71E-09,Ciliated Epithelium RIF Vs Ctrl,USP40
1.83E-28,-0.390431059,0.111,0.324,3.26E-24,Ciliated Epithelium RIF Vs Ctrl,THRB
1.49E-20,-0.390693323,0.283,0.475,2.66E-16,Ciliated Epithelium RIF Vs Ctrl,TASOR
9.56E-18,-0.391041288,0.314,0.488,1.71E-13,Ciliated Epithelium RIF Vs Ctrl,MPHOSPH9
3.81E-07,-0.391293748,0.237,0.345,0.00680017,Ciliated Epithelium RIF Vs Ctrl,LEFTY1
2.10E-15,-0.392644867,0.47,0.597,3.75E-11,Ciliated Epithelium RIF Vs Ctrl,MARCHF7
1.13E-13,-0.392764394,0.405,0.53,2.01E-09,Ciliated Epithelium RIF Vs Ctrl,HERC2
8.44E-16,-0.393328676,0.452,0.581,1.51E-11,Ciliated Epithelium RIF Vs Ctrl,TRAPPC8
9.46E-15,-0.393348589,0.431,0.549,1.69E-10,Ciliated Epithelium RIF Vs Ctrl,WAPL
3.68E-17,-0.393528093,0.28,0.447,6.57E-13,Ciliated Epithelium RIF Vs Ctrl,SP3
1.07E-09,-0.393784993,0.682,0.75,1.91E-05,Ciliated Epithelium RIF Vs Ctrl,DNAH10
1.19E-10,-0.393815066,0.717,0.792,2.13E-06,Ciliated Epithelium RIF Vs Ctrl,DNAI1
3.21E-16,-0.394245992,0.489,0.625,5.74E-12,Ciliated Epithelium RIF Vs Ctrl,FAM120B
1.12E-15,-0.395746144,0.269,0.431,2.00E-11,Ciliated Epithelium RIF Vs Ctrl,GLS
4.74E-12,-0.395890852,0.56,0.646,8.47E-08,Ciliated Epithelium RIF Vs Ctrl,RREB1
2.40E-15,-0.395948644,0.665,0.731,4.29E-11,Ciliated Epithelium RIF Vs Ctrl,NIPBL
2.79E-16,-0.396083015,0.556,0.671,4.98E-12,Ciliated Epithelium RIF Vs Ctrl,RANBP2
1.08E-14,-0.396085346,0.367,0.5,1.94E-10,Ciliated Epithelium RIF Vs Ctrl,UBA6
1.15E-12,-0.396129754,0.418,0.546,2.05E-08,Ciliated Epithelium RIF Vs Ctrl,SNX13
4.41E-12,-0.39618548,0.496,0.588,7.88E-08,Ciliated Epithelium RIF Vs Ctrl,PHKB
2.60E-14,-0.396256845,0.522,0.653,4.65E-10,Ciliated Epithelium RIF Vs Ctrl,FARS2
5.85E-09,-0.396406036,0.496,0.593,0.000104522,Ciliated Epithelium RIF Vs Ctrl,DNAI2
6.19E-13,-0.396407488,0.317,0.461,1.11E-08,Ciliated Epithelium RIF Vs Ctrl,NUBPL
1.65E-14,-0.396417848,0.657,0.745,2.95E-10,Ciliated Epithelium RIF Vs Ctrl,MBNL1
6.98E-17,-0.397407764,0.704,0.794,1.25E-12,Ciliated Epithelium RIF Vs Ctrl,ARID1B
7.08E-12,-0.398022822,0.652,0.722,1.27E-07,Ciliated Epithelium RIF Vs Ctrl,PLCB4
3.51E-15,-0.398094044,0.545,0.648,6.27E-11,Ciliated Epithelium RIF Vs Ctrl,ARFIP1
0.086309883,-0.398499369,0.5,0.486,1,Ciliated Epithelium RIF Vs Ctrl,NDRG1
1.69E-14,-0.398759434,0.451,0.583,3.02E-10,Ciliated Epithelium RIF Vs Ctrl,FNBP4
2.97E-18,-0.39885378,0.373,0.537,5.31E-14,Ciliated Epithelium RIF Vs Ctrl,MCCC2
4.31E-11,-0.399020128,0.351,0.472,7.69E-07,Ciliated Epithelium RIF Vs Ctrl,TPD52
1.72E-05,-0.399120072,0.523,0.546,0.307073486,Ciliated Epithelium RIF Vs Ctrl,TMPRSS4
4.71E-14,-0.399339873,0.438,0.572,8.42E-10,Ciliated Epithelium RIF Vs Ctrl,CEP170
2.33E-17,-0.399481706,0.426,0.59,4.17E-13,Ciliated Epithelium RIF Vs Ctrl,NRF1
4.52E-25,-0.400686554,0.152,0.363,8.08E-21,Ciliated Epithelium RIF Vs Ctrl,ADCY9
5.13E-15,-0.401680997,0.493,0.62,9.16E-11,Ciliated Epithelium RIF Vs Ctrl,PCMTD1
8.01E-12,-0.401828337,0.516,0.618,1.43E-07,Ciliated Epithelium RIF Vs Ctrl,XPR1
4.03E-16,-0.401850058,0.478,0.597,7.20E-12,Ciliated Epithelium RIF Vs Ctrl,WDR33
3.95E-18,-0.401941559,0.239,0.414,7.05E-14,Ciliated Epithelium RIF Vs Ctrl,AKAP10
6.62E-16,-0.40200739,0.485,0.62,1.18E-11,Ciliated Epithelium RIF Vs Ctrl,PDSS2
4.81E-19,-0.402060094,0.296,0.477,8.60E-15,Ciliated Epithelium RIF Vs Ctrl,HERC1
3.17E-18,-0.40231004,0.343,0.523,5.66E-14,Ciliated Epithelium RIF Vs Ctrl,PRKRIP1
1.45E-08,-0.403402934,0.405,0.5,0.000259262,Ciliated Epithelium RIF Vs Ctrl,HSPA2
4.76E-06,-0.403793871,0.47,0.542,0.085119112,Ciliated Epithelium RIF Vs Ctrl,CPM
2.28E-22,-0.40382571,0.203,0.41,4.07E-18,Ciliated Epithelium RIF Vs Ctrl,FBXL4
4.05E-16,-0.403853668,0.508,0.627,7.23E-12,Ciliated Epithelium RIF Vs Ctrl,EHMT1
1.19E-16,-0.404247432,0.457,0.602,2.12E-12,Ciliated Epithelium RIF Vs Ctrl,FBXO34
1.50E-09,-0.404383951,0.729,0.806,2.69E-05,Ciliated Epithelium RIF Vs Ctrl,RPGR
7.10E-16,-0.4047365,0.483,0.618,1.27E-11,Ciliated Epithelium RIF Vs Ctrl,PSPC1
1.66E-12,-0.404957032,0.61,0.667,2.97E-08,Ciliated Epithelium RIF Vs Ctrl,CUL3
4.66E-11,-0.405025779,0.544,0.618,8.33E-07,Ciliated Epithelium RIF Vs Ctrl,RIN2
2.44E-21,-0.405100358,0.042,0.176,4.36E-17,Ciliated Epithelium RIF Vs Ctrl,CYP3A5
4.22E-15,-0.406390005,0.351,0.493,7.54E-11,Ciliated Epithelium RIF Vs Ctrl,REPS1
4.38E-15,-0.40662797,0.641,0.722,7.83E-11,Ciliated Epithelium RIF Vs Ctrl,EIF3E
4.07E-05,-0.406807416,0.244,0.306,0.727728538,Ciliated Epithelium RIF Vs Ctrl,ENPP3
7.00E-15,-0.406955688,0.663,0.731,1.25E-10,Ciliated Epithelium RIF Vs Ctrl,PNKD
1.04E-13,-0.407149204,0.235,0.384,1.86E-09,Ciliated Epithelium RIF Vs Ctrl,CCDC88A
5.49E-19,-0.407631418,0.34,0.525,9.80E-15,Ciliated Epithelium RIF Vs Ctrl,C4orf19
1.69E-11,-0.40939492,0.477,0.572,3.02E-07,Ciliated Epithelium RIF Vs Ctrl,FGD4
1.35E-20,-0.409540246,0.199,0.391,2.41E-16,Ciliated Epithelium RIF Vs Ctrl,TRAK2
4.25E-14,-0.409621064,0.286,0.438,7.60E-10,Ciliated Epithelium RIF Vs Ctrl,PLA2G4A
8.64E-16,-0.410020775,0.407,0.546,1.54E-11,Ciliated Epithelium RIF Vs Ctrl,DICER1
6.51E-16,-0.410196907,0.215,0.377,1.16E-11,Ciliated Epithelium RIF Vs Ctrl,BRWD3
4.59E-12,-0.410481486,0.752,0.808,8.20E-08,Ciliated Epithelium RIF Vs Ctrl,RHPN2
5.97E-19,-0.41099192,0.405,0.581,1.07E-14,Ciliated Epithelium RIF Vs Ctrl,SPG11
1.57E-09,-0.411025935,0.375,0.484,2.80E-05,Ciliated Epithelium RIF Vs Ctrl,ARL15
1.90E-11,-0.411790088,0.222,0.343,3.40E-07,Ciliated Epithelium RIF Vs Ctrl,CFI
6.43E-14,-0.41219631,0.477,0.604,1.15E-09,Ciliated Epithelium RIF Vs Ctrl,NRIP1
3.20E-13,-0.412408305,0.384,0.523,5.71E-09,Ciliated Epithelium RIF Vs Ctrl,PPP1R12B
1.10E-11,-0.412427331,0.724,0.806,1.97E-07,Ciliated Epithelium RIF Vs Ctrl,CEP83
1.37E-16,-0.412432514,0.344,0.5,2.46E-12,Ciliated Epithelium RIF Vs Ctrl,TMEM260
4.30E-17,-0.413046215,0.271,0.447,7.69E-13,Ciliated Epithelium RIF Vs Ctrl,MT-ND6
3.20E-16,-0.413156765,0.723,0.769,5.73E-12,Ciliated Epithelium RIF Vs Ctrl,MNAT1
4.03E-17,-0.413539557,0.663,0.759,7.19E-13,Ciliated Epithelium RIF Vs Ctrl,NBEAL1
2.31E-14,-0.413825186,0.361,0.5,4.13E-10,Ciliated Epithelium RIF Vs Ctrl,HOXB5
3.55E-14,-0.414517496,0.557,0.657,6.34E-10,Ciliated Epithelium RIF Vs Ctrl,FAM172A
8.45E-15,-0.41481191,0.388,0.53,1.51E-10,Ciliated Epithelium RIF Vs Ctrl,HSPA12A
4.49E-13,-0.414835309,0.907,0.924,8.03E-09,Ciliated Epithelium RIF Vs Ctrl,LRRIQ1
2.78E-18,-0.415573403,0.285,0.468,4.97E-14,Ciliated Epithelium RIF Vs Ctrl,MOB1B
1.36E-19,-0.416163803,0.679,0.785,2.43E-15,Ciliated Epithelium RIF Vs Ctrl,BBX
3.64E-12,-0.416202232,0.532,0.618,6.50E-08,Ciliated Epithelium RIF Vs Ctrl,CERT1
2.51E-14,-0.416249409,0.181,0.329,4.49E-10,Ciliated Epithelium RIF Vs Ctrl,AHNAK2
6.23E-21,-0.416405017,0.207,0.4,1.11E-16,Ciliated Epithelium RIF Vs Ctrl,TRIM66
2.70E-10,-0.416913336,0.596,0.678,4.83E-06,Ciliated Epithelium RIF Vs Ctrl,NEK5
4.33E-14,-0.417012446,0.417,0.546,7.74E-10,Ciliated Epithelium RIF Vs Ctrl,FOXN3
8.89E-15,-0.417270323,0.476,0.595,1.59E-10,Ciliated Epithelium RIF Vs Ctrl,LCLAT1
3.00E-12,-0.41839369,0.365,0.498,5.37E-08,Ciliated Epithelium RIF Vs Ctrl,FHIP1A
1.23E-19,-0.419410427,0.157,0.331,2.20E-15,Ciliated Epithelium RIF Vs Ctrl,PDGFC
8.61E-11,-0.419459487,0.598,0.681,1.54E-06,Ciliated Epithelium RIF Vs Ctrl,IQCH
8.51E-18,-0.419726517,0.607,0.718,1.52E-13,Ciliated Epithelium RIF Vs Ctrl,UBE2E1
1.05E-19,-0.420103015,0.361,0.539,1.88E-15,Ciliated Epithelium RIF Vs Ctrl,DYRK2
1.12E-22,-0.420765522,0.291,0.495,2.00E-18,Ciliated Epithelium RIF Vs Ctrl,ELP2
4.38E-12,-0.421303029,0.794,0.854,7.82E-08,Ciliated Epithelium RIF Vs Ctrl,HECTD1
1.25E-19,-0.422050559,0.272,0.461,2.23E-15,Ciliated Epithelium RIF Vs Ctrl,TAF1B
1.14E-18,-0.422168177,0.28,0.463,2.03E-14,Ciliated Epithelium RIF Vs Ctrl,RFX7
1.04E-09,-0.422499399,0.435,0.539,1.87E-05,Ciliated Epithelium RIF Vs Ctrl,PHGDH
3.36E-15,-0.4225311,0.669,0.755,6.01E-11,Ciliated Epithelium RIF Vs Ctrl,TMEM131
5.67E-22,-0.423097582,0.25,0.449,1.01E-17,Ciliated Epithelium RIF Vs Ctrl,FAM168A
2.50E-14,-0.42316543,0.428,0.553,4.47E-10,Ciliated Epithelium RIF Vs Ctrl,CCDC91
1.67E-14,-0.423885373,0.625,0.699,2.99E-10,Ciliated Epithelium RIF Vs Ctrl,TCF12
9.88E-08,-0.424704784,0.554,0.625,0.00176465,Ciliated Epithelium RIF Vs Ctrl,KANK1
3.54E-20,-0.424848245,0.252,0.444,6.32E-16,Ciliated Epithelium RIF Vs Ctrl,ZNF704
6.73E-21,-0.424882104,0.329,0.514,1.20E-16,Ciliated Epithelium RIF Vs Ctrl,PRKAA2
2.84E-19,-0.425118692,0.45,0.597,5.07E-15,Ciliated Epithelium RIF Vs Ctrl,RBM5
2.60E-14,-0.425393573,0.622,0.718,4.65E-10,Ciliated Epithelium RIF Vs Ctrl,ANKRD26
1.23E-17,-0.426001759,0.586,0.72,2.20E-13,Ciliated Epithelium RIF Vs Ctrl,USP25
1.73E-15,-0.426294726,0.424,0.572,3.09E-11,Ciliated Epithelium RIF Vs Ctrl,VPS13B
3.98E-16,-0.426890899,0.584,0.699,7.11E-12,Ciliated Epithelium RIF Vs Ctrl,CFAP100
2.87E-14,-0.427247815,0.452,0.572,5.12E-10,Ciliated Epithelium RIF Vs Ctrl,MTHFD1L
4.70E-14,-0.427261585,0.522,0.632,8.39E-10,Ciliated Epithelium RIF Vs Ctrl,SMG7
3.41E-10,-0.427733425,0.592,0.671,6.09E-06,Ciliated Epithelium RIF Vs Ctrl,ITPR2
2.74E-16,-0.427793888,0.46,0.606,4.90E-12,Ciliated Epithelium RIF Vs Ctrl,TRAP1
6.15E-15,-0.427911537,0.235,0.389,1.10E-10,Ciliated Epithelium RIF Vs Ctrl,MYH14
2.22E-12,-0.428297351,0.593,0.669,3.96E-08,Ciliated Epithelium RIF Vs Ctrl,SPIDR
2.43E-19,-0.428601877,0.274,0.454,4.34E-15,Ciliated Epithelium RIF Vs Ctrl,MAP3K1
1.19E-15,-0.42907847,0.766,0.847,2.13E-11,Ciliated Epithelium RIF Vs Ctrl,TTLL5
1.41E-22,-0.429617943,0.417,0.609,2.52E-18,Ciliated Epithelium RIF Vs Ctrl,VTI1A
1.68E-11,-0.429624751,0.291,0.417,3.00E-07,Ciliated Epithelium RIF Vs Ctrl,SEMA3C
1.02E-14,-0.429763593,0.394,0.53,1.83E-10,Ciliated Epithelium RIF Vs Ctrl,YARS1
3.75E-18,-0.429827298,0.39,0.558,6.70E-14,Ciliated Epithelium RIF Vs Ctrl,MYEF2
4.87E-10,-0.430085889,0.754,0.775,8.69E-06,Ciliated Epithelium RIF Vs Ctrl,PPP2R2A
7.56E-16,-0.430962835,0.729,0.831,1.35E-11,Ciliated Epithelium RIF Vs Ctrl,GFPT1
6.74E-13,-0.431702147,0.543,0.641,1.20E-08,Ciliated Epithelium RIF Vs Ctrl,RPS6KA2
3.36E-08,-0.432943701,0.088,0.176,0.00060063,Ciliated Epithelium RIF Vs Ctrl,CEL
9.41E-15,-0.433213776,0.954,0.977,1.68E-10,Ciliated Epithelium RIF Vs Ctrl,MT-ND2
3.70E-19,-0.433420434,0.513,0.66,6.62E-15,Ciliated Epithelium RIF Vs Ctrl,TRAK1
3.85E-08,-0.434302934,0.552,0.618,0.000687169,Ciliated Epithelium RIF Vs Ctrl,SH3D19
6.77E-20,-0.435081755,0.493,0.632,1.21E-15,Ciliated Epithelium RIF Vs Ctrl,ADNP
4.49E-19,-0.435250818,0.542,0.69,8.03E-15,Ciliated Epithelium RIF Vs Ctrl,XPO1
4.28E-09,-0.435668735,0.553,0.625,7.65E-05,Ciliated Epithelium RIF Vs Ctrl,LEKR1
3.25E-18,-0.435817497,0.406,0.567,5.80E-14,Ciliated Epithelium RIF Vs Ctrl,POC1B
9.23E-17,-0.436204563,0.667,0.769,1.65E-12,Ciliated Epithelium RIF Vs Ctrl,ZKSCAN1
1.89E-15,-0.436212739,0.37,0.523,3.38E-11,Ciliated Epithelium RIF Vs Ctrl,UBR2
5.71E-09,-0.436453847,0.521,0.593,0.000102025,Ciliated Epithelium RIF Vs Ctrl,PTPRG
3.75E-23,-0.436922357,0.434,0.62,6.69E-19,Ciliated Epithelium RIF Vs Ctrl,LAMP2
2.05E-16,-0.436979165,0.388,0.542,3.66E-12,Ciliated Epithelium RIF Vs Ctrl,MPDZ
2.59E-08,-0.436979621,0.544,0.606,0.000463109,Ciliated Epithelium RIF Vs Ctrl,PARP14
5.21E-18,-0.437318864,0.664,0.78,9.30E-14,Ciliated Epithelium RIF Vs Ctrl,ERBIN
8.51E-19,-0.437564514,0.508,0.653,1.52E-14,Ciliated Epithelium RIF Vs Ctrl,TANC1
5.55E-16,-0.43772438,0.425,0.567,9.91E-12,Ciliated Epithelium RIF Vs Ctrl,IFI27L1
2.92E-12,-0.438014821,0.513,0.616,5.22E-08,Ciliated Epithelium RIF Vs Ctrl,DRAM2
7.70E-17,-0.438800298,0.444,0.588,1.38E-12,Ciliated Epithelium RIF Vs Ctrl,NCOA2
1.24E-09,-0.439744655,0.671,0.713,2.21E-05,Ciliated Epithelium RIF Vs Ctrl,KIAA0825
1.70E-16,-0.439747466,0.366,0.53,3.03E-12,Ciliated Epithelium RIF Vs Ctrl,TTC23L
4.80E-10,-0.439811017,0.526,0.613,8.58E-06,Ciliated Epithelium RIF Vs Ctrl,RAI14
1.57E-10,-0.441453631,0.521,0.602,2.81E-06,Ciliated Epithelium RIF Vs Ctrl,CEP112
2.52E-18,-0.442108683,0.331,0.495,4.49E-14,Ciliated Epithelium RIF Vs Ctrl,MLLT10
2.33E-11,-0.442678495,0.399,0.507,4.17E-07,Ciliated Epithelium RIF Vs Ctrl,OCEL1
1.78E-22,-0.443404491,0.744,0.838,3.18E-18,Ciliated Epithelium RIF Vs Ctrl,JMJD1C
9.94E-18,-0.44348267,0.679,0.78,1.78E-13,Ciliated Epithelium RIF Vs Ctrl,CELF1
1.55E-20,-0.443512047,0.64,0.75,2.77E-16,Ciliated Epithelium RIF Vs Ctrl,SLC44A1
5.24E-17,-0.443688637,0.72,0.785,9.36E-13,Ciliated Epithelium RIF Vs Ctrl,CD2AP
8.20E-09,-0.443964862,0.562,0.625,0.000146536,Ciliated Epithelium RIF Vs Ctrl,PRICKLE2
1.65E-19,-0.444268625,0.398,0.567,2.95E-15,Ciliated Epithelium RIF Vs Ctrl,HOOK1
7.85E-17,-0.445045346,0.619,0.722,1.40E-12,Ciliated Epithelium RIF Vs Ctrl,TNRC6A
6.84E-19,-0.445062885,0.388,0.562,1.22E-14,Ciliated Epithelium RIF Vs Ctrl,MAP4K3
1.03E-45,-0.445151487,0.07,0.331,1.85E-41,Ciliated Epithelium RIF Vs Ctrl,CLEC2D
4.13E-11,-0.446094493,0.497,0.59,7.39E-07,Ciliated Epithelium RIF Vs Ctrl,SERPINI2
