p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.36E-51,0.596465731,0.991,0.988,9.58E-47,Ciliated epithelium RIF-2 Vs Ctrl,RPS8
2.33E-25,0.593872175,0.416,0.144,4.16E-21,Ciliated epithelium RIF-2 Vs Ctrl,SFN
5.29E-29,0.592457897,0.922,0.787,9.45E-25,Ciliated epithelium RIF-2 Vs Ctrl,ARF1
1.21E-42,0.590222677,0.952,0.884,2.16E-38,Ciliated epithelium RIF-2 Vs Ctrl,UQCRQ
2.12E-27,0.587238292,0.811,0.618,3.80E-23,Ciliated epithelium RIF-2 Vs Ctrl,SNRPF
3.06E-43,0.585852404,0.968,0.914,5.48E-39,Ciliated epithelium RIF-2 Vs Ctrl,RPL27
9.39E-32,0.58011205,0.886,0.727,1.68E-27,Ciliated epithelium RIF-2 Vs Ctrl,CFAP298
1.10E-57,0.57639428,0.981,0.956,1.97E-53,Ciliated epithelium RIF-2 Vs Ctrl,COX7C
3.06E-46,0.571700014,0.971,0.94,5.47E-42,Ciliated epithelium RIF-2 Vs Ctrl,UBL5
4.00E-25,0.571237946,0.916,0.817,7.15E-21,Ciliated epithelium RIF-2 Vs Ctrl,POLR2I
4.32E-28,0.566648487,0.903,0.759,7.72E-24,Ciliated epithelium RIF-2 Vs Ctrl,LYPLA2
1.86E-19,0.56163032,0.94,0.85,3.33E-15,Ciliated epithelium RIF-2 Vs Ctrl,MDM2
9.51E-24,0.552769948,0.657,0.398,1.70E-19,Ciliated epithelium RIF-2 Vs Ctrl,PLK2
1.31E-30,0.549959926,0.914,0.812,2.34E-26,Ciliated epithelium RIF-2 Vs Ctrl,KIF9
1.98E-22,0.54938516,0.909,0.775,3.53E-18,Ciliated epithelium RIF-2 Vs Ctrl,SMIM6
1.14E-19,0.54884711,0.976,0.972,2.03E-15,Ciliated epithelium RIF-2 Vs Ctrl,ACTG1
2.74E-17,0.548514309,0.597,0.354,4.90E-13,Ciliated epithelium RIF-2 Vs Ctrl,CDKN2D
6.32E-22,0.546594756,0.987,0.942,1.13E-17,Ciliated epithelium RIF-2 Vs Ctrl,RPS2
1.35E-21,0.546119843,0.471,0.201,2.40E-17,Ciliated epithelium RIF-2 Vs Ctrl,MACC1
5.54E-40,0.5447042,0.968,0.933,9.91E-36,Ciliated epithelium RIF-2 Vs Ctrl,UBA52
3.82E-27,0.54360564,0.925,0.815,6.83E-23,Ciliated epithelium RIF-2 Vs Ctrl,SSB
1.24E-18,0.541790332,0.627,0.387,2.22E-14,Ciliated epithelium RIF-2 Vs Ctrl,NFKBIZ
7.93E-28,0.541428265,0.838,0.662,1.42E-23,Ciliated epithelium RIF-2 Vs Ctrl,DDT
4.14E-34,0.541311132,0.944,0.85,7.40E-30,Ciliated epithelium RIF-2 Vs Ctrl,SNRPG
2.87E-20,0.54064297,0.894,0.84,5.13E-16,Ciliated epithelium RIF-2 Vs Ctrl,FAM229B
3.99E-28,0.540459279,0.973,0.979,7.13E-24,Ciliated epithelium RIF-2 Vs Ctrl,RPS3A
6.14E-23,0.539062405,0.873,0.794,1.10E-18,Ciliated epithelium RIF-2 Vs Ctrl,GON7
2.47E-27,0.538486539,0.967,0.94,4.41E-23,Ciliated epithelium RIF-2 Vs Ctrl,AGR3
5.01E-23,0.533958401,0.951,0.919,8.95E-19,Ciliated epithelium RIF-2 Vs Ctrl,KRT18
1.57E-14,0.53199162,0.3,0.118,2.81E-10,Ciliated epithelium RIF-2 Vs Ctrl,EDN1
1.80E-26,0.530080895,0.408,0.125,3.21E-22,Ciliated epithelium RIF-2 Vs Ctrl,RNF103-CHMP3
1.23E-27,0.528004068,0.96,0.905,2.20E-23,Ciliated epithelium RIF-2 Vs Ctrl,CYBA
2.69E-07,0.526232947,0.21,0.095,0.004812002,Ciliated epithelium RIF-2 Vs Ctrl,S100P
2.01E-23,0.523612592,0.255,0.032,3.59E-19,Ciliated epithelium RIF-2 Vs Ctrl,MUC5B
3.20E-13,0.522894392,0.582,0.405,5.72E-09,Ciliated epithelium RIF-2 Vs Ctrl,KRT23
2.94E-31,0.52289025,0.957,0.88,5.25E-27,Ciliated epithelium RIF-2 Vs Ctrl,RPL22
6.45E-22,0.52127191,1,0.998,1.15E-17,Ciliated epithelium RIF-2 Vs Ctrl,TMSB10
1.08E-23,0.520644088,0.901,0.752,1.94E-19,Ciliated epithelium RIF-2 Vs Ctrl,COX17
7.04E-12,0.519431005,0.481,0.292,1.26E-07,Ciliated epithelium RIF-2 Vs Ctrl,MUC13
7.68E-15,0.519215519,0.917,0.843,1.37E-10,Ciliated epithelium RIF-2 Vs Ctrl,FAM162A
4.10E-24,0.519201035,0.66,0.38,7.32E-20,Ciliated epithelium RIF-2 Vs Ctrl,MAP3K8
9.48E-31,0.518766605,0.908,0.78,1.69E-26,Ciliated epithelium RIF-2 Vs Ctrl,UQCR11
1.33E-21,0.51818671,0.906,0.806,2.37E-17,Ciliated epithelium RIF-2 Vs Ctrl,SPA17
1.25E-21,0.518095176,0.867,0.697,2.24E-17,Ciliated epithelium RIF-2 Vs Ctrl,MAP1LC3B
1.22E-25,0.517264706,0.82,0.639,2.18E-21,Ciliated epithelium RIF-2 Vs Ctrl,RPS10
5.24E-16,0.515785033,0.449,0.234,9.36E-12,Ciliated epithelium RIF-2 Vs Ctrl,HES4
1.32E-21,0.514910834,0.959,0.94,2.37E-17,Ciliated epithelium RIF-2 Vs Ctrl,HSBP1
1.83E-28,0.514100275,0.607,0.31,3.28E-24,Ciliated epithelium RIF-2 Vs Ctrl,RPS17
2.62E-20,0.513972793,0.879,0.711,4.68E-16,Ciliated epithelium RIF-2 Vs Ctrl,ISG20
1.92E-15,0.512206085,0.811,0.694,3.43E-11,Ciliated epithelium RIF-2 Vs Ctrl,SOD2
1.35E-30,0.511664857,0.743,0.447,2.41E-26,Ciliated epithelium RIF-2 Vs Ctrl,DNAL4
0.000315089,0.50893153,0.652,0.523,1,Ciliated epithelium RIF-2 Vs Ctrl,SLC3A2
5.16E-27,0.507655501,0.905,0.817,9.21E-23,Ciliated epithelium RIF-2 Vs Ctrl,DYNLT2B
2.99E-18,0.506870218,0.426,0.197,5.34E-14,Ciliated epithelium RIF-2 Vs Ctrl,ACAT2
2.68E-26,0.505387478,0.864,0.674,4.79E-22,Ciliated epithelium RIF-2 Vs Ctrl,ERICH2
1.49E-22,0.504470783,0.985,0.97,2.66E-18,Ciliated epithelium RIF-2 Vs Ctrl,RPL32
1.78E-06,0.50333198,0.883,0.824,0.031804438,Ciliated epithelium RIF-2 Vs Ctrl,SERP1
2.90E-09,0.500826332,0.471,0.308,5.19E-05,Ciliated epithelium RIF-2 Vs Ctrl,NCEH1
4.18E-07,0.499277475,0.706,0.604,0.00746802,Ciliated epithelium RIF-2 Vs Ctrl,P4HB
5.27E-13,0.496940229,0.811,0.634,9.41E-09,Ciliated epithelium RIF-2 Vs Ctrl,SPCS2
3.81E-28,0.495425969,0.354,0.076,6.81E-24,Ciliated epithelium RIF-2 Vs Ctrl,SOCS3
1.77E-24,0.494944526,0.943,0.87,3.16E-20,Ciliated epithelium RIF-2 Vs Ctrl,CLDN4
3.28E-32,0.493806023,0.981,0.954,5.87E-28,Ciliated epithelium RIF-2 Vs Ctrl,RPL6
3.66E-41,0.493793597,0.984,0.984,6.54E-37,Ciliated epithelium RIF-2 Vs Ctrl,RPL35A
1.78E-31,0.492621974,0.989,0.97,3.18E-27,Ciliated epithelium RIF-2 Vs Ctrl,RPL36
9.07E-24,0.49109709,0.68,0.419,1.62E-19,Ciliated epithelium RIF-2 Vs Ctrl,HMGB3
6.26E-24,0.490691741,0.932,0.831,1.12E-19,Ciliated epithelium RIF-2 Vs Ctrl,TMEM14B
1.52E-28,0.488977955,0.656,0.338,2.72E-24,Ciliated epithelium RIF-2 Vs Ctrl,SAP30
3.13E-32,0.487337704,0.287,0.012,5.59E-28,Ciliated epithelium RIF-2 Vs Ctrl,NELL2
7.73E-16,0.485800635,0.813,0.681,1.38E-11,Ciliated epithelium RIF-2 Vs Ctrl,TACSTD2
1.13E-23,0.485738637,0.781,0.539,2.02E-19,Ciliated epithelium RIF-2 Vs Ctrl,MED31
1.08E-35,0.483861367,0.993,0.993,1.92E-31,Ciliated epithelium RIF-2 Vs Ctrl,ANXA2
2.77E-16,0.481280253,0.8,0.653,4.96E-12,Ciliated epithelium RIF-2 Vs Ctrl,AGPAT2
6.46E-24,0.481128034,0.852,0.688,1.15E-19,Ciliated epithelium RIF-2 Vs Ctrl,SLIRP
9.21E-15,0.480992201,0.312,0.12,1.64E-10,Ciliated epithelium RIF-2 Vs Ctrl,KLK10
1.47E-19,0.479668728,0.977,0.972,2.63E-15,Ciliated epithelium RIF-2 Vs Ctrl,ATP5IF1
3.32E-33,0.479200915,0.988,0.979,5.94E-29,Ciliated epithelium RIF-2 Vs Ctrl,RPS15A
5.04E-23,0.478993899,0.51,0.218,9.01E-19,Ciliated epithelium RIF-2 Vs Ctrl,TNFSF9
1.50E-28,0.476776194,0.468,0.16,2.69E-24,Ciliated epithelium RIF-2 Vs Ctrl,MFSD2A
2.34E-24,0.476123715,0.957,0.947,4.19E-20,Ciliated epithelium RIF-2 Vs Ctrl,PEBP1
1.84E-14,0.47416246,0.319,0.127,3.29E-10,Ciliated epithelium RIF-2 Vs Ctrl,IL1A
8.79E-21,0.474157362,0.66,0.405,1.57E-16,Ciliated epithelium RIF-2 Vs Ctrl,PIM3
1.57E-18,0.473795016,0.956,0.933,2.80E-14,Ciliated epithelium RIF-2 Vs Ctrl,PIERCE1
1.35E-09,0.472045898,0.544,0.375,2.42E-05,Ciliated epithelium RIF-2 Vs Ctrl,H4C3
4.85E-22,0.471964082,0.933,0.884,8.66E-18,Ciliated epithelium RIF-2 Vs Ctrl,IDH2
1.26E-17,0.471308282,0.439,0.199,2.26E-13,Ciliated epithelium RIF-2 Vs Ctrl,DERL3
4.18E-19,0.471181086,0.723,0.495,7.47E-15,Ciliated epithelium RIF-2 Vs Ctrl,LRRC10B
1.65E-24,0.471119267,0.985,0.97,2.94E-20,Ciliated epithelium RIF-2 Vs Ctrl,EZR
5.05E-28,0.469455899,0.935,0.859,9.03E-24,Ciliated epithelium RIF-2 Vs Ctrl,DAD1
1.85E-10,0.469312425,0.837,0.766,3.31E-06,Ciliated epithelium RIF-2 Vs Ctrl,MORN5
1.34E-17,0.468485238,0.916,0.889,2.39E-13,Ciliated epithelium RIF-2 Vs Ctrl,ROPN1L
4.25E-28,0.468461129,0.975,0.935,7.59E-24,Ciliated epithelium RIF-2 Vs Ctrl,COX7A2
7.67E-19,0.468184109,0.83,0.639,1.37E-14,Ciliated epithelium RIF-2 Vs Ctrl,PNRC1
4.73E-24,0.46604222,0.531,0.236,8.46E-20,Ciliated epithelium RIF-2 Vs Ctrl,LSS
1.29E-16,0.464941452,0.299,0.097,2.31E-12,Ciliated epithelium RIF-2 Vs Ctrl,TAF4B
1.10E-20,0.463936835,0.797,0.597,1.97E-16,Ciliated epithelium RIF-2 Vs Ctrl,CCDC96
0.014307843,0.463171282,0.655,0.616,1,Ciliated epithelium RIF-2 Vs Ctrl,LGALS1
1.56E-17,0.463048924,0.852,0.688,2.79E-13,Ciliated epithelium RIF-2 Vs Ctrl,NQO1
6.55E-26,0.461644501,0.721,0.433,1.17E-21,Ciliated epithelium RIF-2 Vs Ctrl,RIBC1
3.70E-28,0.461164444,0.88,0.715,6.60E-24,Ciliated epithelium RIF-2 Vs Ctrl,ATP5MF
1.61E-18,0.461043505,0.807,0.662,2.87E-14,Ciliated epithelium RIF-2 Vs Ctrl,DNPH1
1.92E-15,0.46017182,0.859,0.743,3.44E-11,Ciliated epithelium RIF-2 Vs Ctrl,CLXN
4.15E-22,0.455391942,0.731,0.481,7.41E-18,Ciliated epithelium RIF-2 Vs Ctrl,SNRPD3
8.93E-17,0.453778605,0.636,0.417,1.59E-12,Ciliated epithelium RIF-2 Vs Ctrl,PNP
5.01E-19,0.452113745,0.976,0.938,8.95E-15,Ciliated epithelium RIF-2 Vs Ctrl,PGK1
5.63E-17,0.451619921,0.956,0.887,1.01E-12,Ciliated epithelium RIF-2 Vs Ctrl,MUC1
1.33E-21,0.451194191,0.982,0.979,2.38E-17,Ciliated epithelium RIF-2 Vs Ctrl,RPS19
1.94E-25,0.450696903,0.969,0.905,3.47E-21,Ciliated epithelium RIF-2 Vs Ctrl,ELF3
1.31E-33,0.448119303,0.979,0.958,2.33E-29,Ciliated epithelium RIF-2 Vs Ctrl,ATP5F1E
1.06E-23,0.447938867,0.983,0.977,1.89E-19,Ciliated epithelium RIF-2 Vs Ctrl,RPL28
2.17E-22,0.447681,0.946,0.861,3.89E-18,Ciliated epithelium RIF-2 Vs Ctrl,RPS26
8.30E-18,0.447484898,0.821,0.676,1.48E-13,Ciliated epithelium RIF-2 Vs Ctrl,UBE2B
7.17E-17,0.446058527,0.646,0.398,1.28E-12,Ciliated epithelium RIF-2 Vs Ctrl,TMEM50B
7.23E-28,0.442804832,0.944,0.896,1.29E-23,Ciliated epithelium RIF-2 Vs Ctrl,UQCR10
1.63E-12,0.441039024,0.947,0.866,2.92E-08,Ciliated epithelium RIF-2 Vs Ctrl,TUBA1A
4.65E-15,0.440735731,0.634,0.407,8.31E-11,Ciliated epithelium RIF-2 Vs Ctrl,SERPINA1
6.71E-22,0.440670764,0.939,0.87,1.20E-17,Ciliated epithelium RIF-2 Vs Ctrl,IFT22
2.54E-13,0.43920497,0.939,0.822,4.54E-09,Ciliated epithelium RIF-2 Vs Ctrl,EGLN3
7.95E-13,0.439162312,0.91,0.843,1.42E-08,Ciliated epithelium RIF-2 Vs Ctrl,SSR4
9.77E-13,0.438138423,0.722,0.537,1.75E-08,Ciliated epithelium RIF-2 Vs Ctrl,LDLRAD1
7.26E-15,0.43813403,0.493,0.275,1.30E-10,Ciliated epithelium RIF-2 Vs Ctrl,NCOA7
4.34E-18,0.43784561,0.92,0.903,7.75E-14,Ciliated epithelium RIF-2 Vs Ctrl,CFAP144
4.07E-19,0.437647157,0.976,0.942,7.27E-15,Ciliated epithelium RIF-2 Vs Ctrl,RPL14
1.16E-19,0.437637063,0.947,0.847,2.08E-15,Ciliated epithelium RIF-2 Vs Ctrl,ANKRD37
5.62E-22,0.437387468,0.517,0.264,1.00E-17,Ciliated epithelium RIF-2 Vs Ctrl,RPL36A
3.31E-11,0.43684542,0.637,0.475,5.92E-07,Ciliated epithelium RIF-2 Vs Ctrl,EGR1
9.45E-09,0.436606476,0.59,0.421,0.000168901,Ciliated epithelium RIF-2 Vs Ctrl,SEC61A1
7.25E-21,0.436058608,0.633,0.363,1.29E-16,Ciliated epithelium RIF-2 Vs Ctrl,ALDH1A1
6.20E-15,0.435655276,0.731,0.525,1.11E-10,Ciliated epithelium RIF-2 Vs Ctrl,FAIM
3.72E-24,0.434970971,0.575,0.285,6.65E-20,Ciliated epithelium RIF-2 Vs Ctrl,ENSG00000271793
3.34E-19,0.434679449,0.767,0.519,5.96E-15,Ciliated epithelium RIF-2 Vs Ctrl,GHITM
6.56E-17,0.433184352,0.94,0.88,1.17E-12,Ciliated epithelium RIF-2 Vs Ctrl,CFAP126
2.69E-33,0.43293722,0.979,0.951,4.80E-29,Ciliated epithelium RIF-2 Vs Ctrl,OAZ1
9.54E-20,0.43208737,0.841,0.711,1.71E-15,Ciliated epithelium RIF-2 Vs Ctrl,TMEM107
3.93E-14,0.431892259,0.564,0.343,7.02E-10,Ciliated epithelium RIF-2 Vs Ctrl,DMD
3.14E-33,0.431456344,0.998,0.993,5.61E-29,Ciliated epithelium RIF-2 Vs Ctrl,TPT1
4.49E-09,0.429845092,0.807,0.734,8.03E-05,Ciliated epithelium RIF-2 Vs Ctrl,SNTN
2.61E-09,0.429640538,0.765,0.63,4.67E-05,Ciliated epithelium RIF-2 Vs Ctrl,RUNX1
3.87E-11,0.42785009,0.359,0.19,6.91E-07,Ciliated epithelium RIF-2 Vs Ctrl,DNAJB9
9.02E-18,0.426034035,0.217,0.037,1.61E-13,Ciliated epithelium RIF-2 Vs Ctrl,ICAM1
6.97E-13,0.425198718,0.272,0.104,1.25E-08,Ciliated epithelium RIF-2 Vs Ctrl,TM4SF1
1.17E-05,0.423209265,0.465,0.343,0.209119371,Ciliated epithelium RIF-2 Vs Ctrl,GCLC
5.30E-10,0.422753327,0.693,0.572,9.47E-06,Ciliated epithelium RIF-2 Vs Ctrl,HLA-B
2.49E-08,0.421950574,0.601,0.447,0.00044444,Ciliated epithelium RIF-2 Vs Ctrl,NAMPT
6.91E-09,0.421825207,0.727,0.588,0.000123446,Ciliated epithelium RIF-2 Vs Ctrl,SSR2
9.35E-16,0.420530834,0.903,0.831,1.67E-11,Ciliated epithelium RIF-2 Vs Ctrl,LMNA
6.35E-27,0.420081424,0.896,0.738,1.14E-22,Ciliated epithelium RIF-2 Vs Ctrl,ROMO1
9.43E-29,0.419117299,0.978,0.97,1.69E-24,Ciliated epithelium RIF-2 Vs Ctrl,FAU
4.85E-22,0.419033304,0.896,0.799,8.67E-18,Ciliated epithelium RIF-2 Vs Ctrl,COMMD6
3.89E-22,0.41784398,0.987,0.975,6.95E-18,Ciliated epithelium RIF-2 Vs Ctrl,UBC
1.20E-20,0.417840325,0.871,0.729,2.15E-16,Ciliated epithelium RIF-2 Vs Ctrl,FKBP1A
4.94E-18,0.417572556,0.784,0.576,8.82E-14,Ciliated epithelium RIF-2 Vs Ctrl,CYCS
7.44E-10,0.416644526,0.98,0.97,1.33E-05,Ciliated epithelium RIF-2 Vs Ctrl,B2M
5.48E-16,0.416607147,0.359,0.15,9.79E-12,Ciliated epithelium RIF-2 Vs Ctrl,SOCS1
4.57E-12,0.416184015,0.897,0.859,8.16E-08,Ciliated epithelium RIF-2 Vs Ctrl,SMIM22
0.000190774,0.416174166,0.829,0.743,1,Ciliated epithelium RIF-2 Vs Ctrl,OSTC
8.37E-27,0.415708222,0.986,0.972,1.50E-22,Ciliated epithelium RIF-2 Vs Ctrl,RPL24
2.74E-17,0.4137643,0.958,0.935,4.90E-13,Ciliated epithelium RIF-2 Vs Ctrl,PPIL6
6.74E-17,0.413590225,0.908,0.769,1.20E-12,Ciliated epithelium RIF-2 Vs Ctrl,BNIP3L
2.95E-09,0.413358897,0.588,0.435,5.28E-05,Ciliated epithelium RIF-2 Vs Ctrl,CCND1
1.33E-17,0.412163036,0.97,0.965,2.37E-13,Ciliated epithelium RIF-2 Vs Ctrl,UBB
1.01E-25,0.410180477,0.993,0.993,1.80E-21,Ciliated epithelium RIF-2 Vs Ctrl,RPS14
1.05E-08,0.409637789,0.468,0.312,0.000187271,Ciliated epithelium RIF-2 Vs Ctrl,MAGT1
5.97E-19,0.409615114,0.98,0.97,1.07E-14,Ciliated epithelium RIF-2 Vs Ctrl,RPS6
6.87E-21,0.409493287,0.179,0,1.23E-16,Ciliated epithelium RIF-2 Vs Ctrl,CCDC60
4.67E-19,0.409489754,0.861,0.674,8.34E-15,Ciliated epithelium RIF-2 Vs Ctrl,RPL31
9.07E-21,0.408179981,0.61,0.333,1.62E-16,Ciliated epithelium RIF-2 Vs Ctrl,MAP2K3
1.81E-13,0.40754793,0.858,0.736,3.23E-09,Ciliated epithelium RIF-2 Vs Ctrl,HNRNPM
7.92E-18,0.406369756,0.897,0.815,1.41E-13,Ciliated epithelium RIF-2 Vs Ctrl,ATP5ME
8.43E-20,0.405568578,0.99,0.977,1.51E-15,Ciliated epithelium RIF-2 Vs Ctrl,RPS24
1.84E-15,0.405504782,0.344,0.137,3.30E-11,Ciliated epithelium RIF-2 Vs Ctrl,MRLN
7.34E-17,0.404167837,0.268,0.074,1.31E-12,Ciliated epithelium RIF-2 Vs Ctrl,CD83
3.41E-11,0.402633677,0.755,0.606,6.09E-07,Ciliated epithelium RIF-2 Vs Ctrl,C21orf58
4.03E-13,0.402073805,0.759,0.579,7.20E-09,Ciliated epithelium RIF-2 Vs Ctrl,XBP1
4.73E-21,0.401681779,0.859,0.715,8.46E-17,Ciliated epithelium RIF-2 Vs Ctrl,MPC2
1.17E-13,0.401402525,0.521,0.292,2.09E-09,Ciliated epithelium RIF-2 Vs Ctrl,CFAP141
2.95E-24,0.4010421,0.984,0.97,5.27E-20,Ciliated epithelium RIF-2 Vs Ctrl,RPL19
5.20E-09,0.400839938,0.367,0.213,9.29E-05,Ciliated epithelium RIF-2 Vs Ctrl,PEG10
3.97E-24,0.400500983,0.338,0.086,7.10E-20,Ciliated epithelium RIF-2 Vs Ctrl,NRARP
1.71E-19,0.400456487,0.596,0.336,3.05E-15,Ciliated epithelium RIF-2 Vs Ctrl,CTSH
2.00E-18,0.399535129,0.4,0.148,3.57E-14,Ciliated epithelium RIF-2 Vs Ctrl,SAA1
3.48E-18,0.398534291,0.777,0.586,6.21E-14,Ciliated epithelium RIF-2 Vs Ctrl,ATP6V0D1
1.80E-20,0.397745505,0.575,0.312,3.22E-16,Ciliated epithelium RIF-2 Vs Ctrl,MMAB
1.99E-15,0.397446987,0.935,0.907,3.56E-11,Ciliated epithelium RIF-2 Vs Ctrl,IFT57
2.78E-08,0.397378592,0.675,0.551,0.000496124,Ciliated epithelium RIF-2 Vs Ctrl,DYNLT4
9.06E-15,0.396096396,0.612,0.391,1.62E-10,Ciliated epithelium RIF-2 Vs Ctrl,MPC1
5.31E-17,0.396062581,0.98,0.97,9.49E-13,Ciliated epithelium RIF-2 Vs Ctrl,RPL12
3.33E-13,0.395366338,0.465,0.278,5.95E-09,Ciliated epithelium RIF-2 Vs Ctrl,EBP
3.77E-14,0.394962892,0.427,0.22,6.74E-10,Ciliated epithelium RIF-2 Vs Ctrl,RAMP1
2.51E-17,0.394796498,0.583,0.343,4.49E-13,Ciliated epithelium RIF-2 Vs Ctrl,LARP6
2.07E-09,0.394593509,0.676,0.507,3.70E-05,Ciliated epithelium RIF-2 Vs Ctrl,SLC7A5
3.96E-23,0.394196114,0.678,0.4,7.07E-19,Ciliated epithelium RIF-2 Vs Ctrl,CTNNBIP1
5.32E-20,0.393390493,0.452,0.199,9.51E-16,Ciliated epithelium RIF-2 Vs Ctrl,NUAK2
6.41E-21,0.393368291,0.59,0.301,1.15E-16,Ciliated epithelium RIF-2 Vs Ctrl,PCYT2
4.88E-15,0.392379512,0.888,0.792,8.72E-11,Ciliated epithelium RIF-2 Vs Ctrl,RUVBL1
7.09E-17,0.391939283,0.925,0.866,1.27E-12,Ciliated epithelium RIF-2 Vs Ctrl,ENDOG
4.46E-14,0.391584692,0.739,0.539,7.97E-10,Ciliated epithelium RIF-2 Vs Ctrl,CYTH2
1.52E-13,0.389862205,0.659,0.444,2.71E-09,Ciliated epithelium RIF-2 Vs Ctrl,HNRNPAB
6.09E-19,0.389249278,0.984,0.977,1.09E-14,Ciliated epithelium RIF-2 Vs Ctrl,RPS15
4.34E-20,0.389205573,0.969,0.928,7.75E-16,Ciliated epithelium RIF-2 Vs Ctrl,COX6C
8.61E-20,0.388247063,0.721,0.479,1.54E-15,Ciliated epithelium RIF-2 Vs Ctrl,ISCA1
2.06E-13,0.387664069,0.936,0.829,3.68E-09,Ciliated epithelium RIF-2 Vs Ctrl,LDHA
5.91E-11,0.387642789,0.964,0.947,1.06E-06,Ciliated epithelium RIF-2 Vs Ctrl,RPS12
5.95E-18,0.387146722,0.303,0.093,1.06E-13,Ciliated epithelium RIF-2 Vs Ctrl,NR4A1
2.96E-11,0.387069602,0.455,0.273,5.29E-07,Ciliated epithelium RIF-2 Vs Ctrl,SFTA2
9.84E-26,0.385867288,0.946,0.917,1.76E-21,Ciliated epithelium RIF-2 Vs Ctrl,GNG5
7.89E-10,0.385778851,0.566,0.387,1.41E-05,Ciliated epithelium RIF-2 Vs Ctrl,MECR
3.57E-25,0.384493545,0.316,0.06,6.39E-21,Ciliated epithelium RIF-2 Vs Ctrl,CAMK1D
5.36E-20,0.383645791,0.956,0.933,9.58E-16,Ciliated epithelium RIF-2 Vs Ctrl,CSTB
2.78E-16,0.383503453,0.952,0.924,4.97E-12,Ciliated epithelium RIF-2 Vs Ctrl,RPL10A
1.22E-11,0.383209842,0.953,0.956,2.18E-07,Ciliated epithelium RIF-2 Vs Ctrl,PFN1
5.81E-13,0.380803039,0.168,0.03,1.04E-08,Ciliated epithelium RIF-2 Vs Ctrl,SLC7A8
1.08E-15,0.380484356,0.777,0.572,1.94E-11,Ciliated epithelium RIF-2 Vs Ctrl,ZNF487
1.44E-14,0.378907146,0.992,0.965,2.57E-10,Ciliated epithelium RIF-2 Vs Ctrl,ENO1
3.18E-05,0.378438535,0.718,0.613,0.568221497,Ciliated epithelium RIF-2 Vs Ctrl,MYDGF
2.50E-11,0.37840386,0.754,0.634,4.47E-07,Ciliated epithelium RIF-2 Vs Ctrl,POLR2H
8.33E-20,0.377740758,0.968,0.926,1.49E-15,Ciliated epithelium RIF-2 Vs Ctrl,TBCA
1.82E-11,0.377487747,0.264,0.109,3.25E-07,Ciliated epithelium RIF-2 Vs Ctrl,TUSC3
1.30E-14,0.377375354,0.515,0.285,2.33E-10,Ciliated epithelium RIF-2 Vs Ctrl,NSDHL
9.91E-12,0.37722307,0.436,0.248,1.77E-07,Ciliated epithelium RIF-2 Vs Ctrl,PCLAF
3.08E-10,0.376867857,0.843,0.745,5.50E-06,Ciliated epithelium RIF-2 Vs Ctrl,ZDHHC1
3.92E-19,0.374272023,0.92,0.88,7.00E-15,Ciliated epithelium RIF-2 Vs Ctrl,TOMM7
1.03E-13,0.374036988,0.763,0.556,1.84E-09,Ciliated epithelium RIF-2 Vs Ctrl,FAM177A1
1.02E-15,0.373807532,0.531,0.296,1.82E-11,Ciliated epithelium RIF-2 Vs Ctrl,GLA
1.90E-15,0.373765058,0.594,0.366,3.40E-11,Ciliated epithelium RIF-2 Vs Ctrl,P4HA2
4.53E-14,0.372935071,0.936,0.863,8.09E-10,Ciliated epithelium RIF-2 Vs Ctrl,HSPE1
7.15E-12,0.372698765,0.829,0.697,1.28E-07,Ciliated epithelium RIF-2 Vs Ctrl,LSM7
5.13E-12,0.372316687,0.471,0.264,9.16E-08,Ciliated epithelium RIF-2 Vs Ctrl,C22orf15
1.13E-21,0.371646287,0.365,0.118,2.02E-17,Ciliated epithelium RIF-2 Vs Ctrl,DHCR7
1.08E-18,0.371435636,0.533,0.269,1.93E-14,Ciliated epithelium RIF-2 Vs Ctrl,BBC3
1.67E-17,0.371114012,0.771,0.562,2.98E-13,Ciliated epithelium RIF-2 Vs Ctrl,CFAP20
4.94E-16,0.370236441,0.886,0.789,8.83E-12,Ciliated epithelium RIF-2 Vs Ctrl,SYAP1
1.43E-28,0.370057141,0.985,0.975,2.56E-24,Ciliated epithelium RIF-2 Vs Ctrl,SRP14
2.06E-17,0.368982941,0.307,0.102,3.68E-13,Ciliated epithelium RIF-2 Vs Ctrl,RASD1
6.39E-20,0.368616027,0.974,0.984,1.14E-15,Ciliated epithelium RIF-2 Vs Ctrl,RPS27
6.09E-24,0.368264396,0.988,0.984,1.09E-19,Ciliated epithelium RIF-2 Vs Ctrl,RPL34
9.60E-12,0.367106535,0.973,0.949,1.71E-07,Ciliated epithelium RIF-2 Vs Ctrl,CKB
7.36E-10,0.366537892,0.648,0.495,1.32E-05,Ciliated epithelium RIF-2 Vs Ctrl,CDKN2A
5.29E-12,0.366526634,0.573,0.396,9.45E-08,Ciliated epithelium RIF-2 Vs Ctrl,DENND10
9.79E-17,0.366488898,0.949,0.905,1.75E-12,Ciliated epithelium RIF-2 Vs Ctrl,PARK7
9.61E-13,0.366166464,0.725,0.544,1.72E-08,Ciliated epithelium RIF-2 Vs Ctrl,RIBC2
6.21E-07,0.365921017,0.803,0.72,0.01110147,Ciliated epithelium RIF-2 Vs Ctrl,CITED4
